Date,Temp_C
2018-05-03 20:50:00,13.411
2018-05-03 21:00:00,13.411
2018-05-03 21:10:00,13.411
2018-05-03 21:20:00,13.459
2018-05-03 21:30:00,13.507
2018-05-03 21:40:00,13.5075
2018-05-03 21:50:00,13.5555
2018-05-03 22:00:00,13.6035
2018-05-03 22:10:00,13.6035
2018-05-03 22:20:00,13.7
2018-05-03 22:30:00,13.748
2018-05-03 22:40:00,13.7965
2018-05-03 22:50:00,13.8445
2018-05-03 23:00:00,13.8445
2018-05-03 23:10:00,13.8445
2018-05-03 23:20:00,13.893
2018-05-03 23:30:00,13.941
2018-05-03 23:40:00,13.893
2018-05-03 23:50:00,13.8925
2018-05-04 00:00:00,13.8445
2018-05-04 00:10:00,13.8445
2018-05-04 00:20:00,13.8445
2018-05-04 00:30:00,13.892
2018-05-04 00:40:00,13.892
2018-05-04 00:50:00,13.892
2018-05-04 01:00:00,13.892
2018-05-04 01:10:00,13.8915
2018-05-04 01:20:00,13.8915
2018-05-04 01:30:00,13.8915
2018-05-04 01:40:00,13.8915
2018-05-04 01:50:00,13.8915
2018-05-04 02:00:00,13.8915
2018-05-04 02:10:00,13.8435
2018-05-04 02:20:00,13.795
2018-05-04 02:30:00,13.843
2018-05-04 02:40:00,13.843
2018-05-04 02:50:00,13.843
2018-05-04 03:00:00,13.795
2018-05-04 03:10:00,13.795
2018-05-04 03:20:00,13.8425
2018-05-04 03:30:00,13.795
2018-05-04 03:40:00,13.795
2018-05-04 03:50:00,13.7465
2018-05-04 04:00:00,13.794
2018-05-04 04:10:00,13.6985
2018-05-04 04:20:00,13.6985
2018-05-04 04:30:00,13.6025
2018-05-04 04:40:00,13.6025
2018-05-04 04:50:00,13.6025
2018-05-04 05:00:00,13.6025
2018-05-04 05:10:00,13.6025
2018-05-04 05:20:00,13.6025
2018-05-04 05:30:00,13.6025
2018-05-04 05:40:00,13.6025
2018-05-04 05:50:00,13.6025
2018-05-04 06:00:00,13.6025
